method,route,domain,runtime_present,openapi_present,decision,owner,target_week,evidence_ref
POST,/v1/replay/sessions/{id}/execute,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/replay/sessions/{id}/verify,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/replay/verify/bundle,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/replay/verify/trace,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/repos,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET|PATCH,/v1/repos/{repo_id},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/repos/{repo_id}/branches/{branch}/rollback,slice_a_adapters_repos,false,true,exclude,api-contract-team,week_1,docs/api/openapi_only_route_allowlist.csv:docs/api/openapi_only_route_allowlist.csv:3
*,/v1/repos/{repo_id}/rollback/{branch},slice_a_adapters_repos,true,false,exclude,api-contract-team,week_1,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/repos/{repo_id}/timeline,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/repos/{repo_id}/training-jobs,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/repos/{repo_id}/versions,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/repos/{repo_id}/versions/{version_id},slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/repos/{repo_id}/versions/{version_id}/promote,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/repos/{repo_id}/versions/{version_id}/tag,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
POST,/v1/repos/{repo_id}/versions/{version_id}/train,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/repositories,slice_a_adapters_repos,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/reviews/paused,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/reviews/submit,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/reviews/{pause_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/reviews/{pause_id}/context,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/routing-rules,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/routing-rules/identity/{identity_dataset_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE|GET|PUT,/v1/routing-rules/{rule_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/routing/chain,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/routing/debug,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/routing/decisions,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/routing/decisions/{id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/routing/history,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/routing/sessions/{request_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/runs/{run_id}/evidence,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/runtime/session,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/runtime/sessions,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/search,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/security/key-rotations,slice_b_stacks_provenance_security,true,false,exclude,api-contract-team,week_1,docs/api/openapi_route_coverage_exclusions.txt
POST,/v1/services/essential/start,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/services/essential/stop,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/services/{service_id}/restart,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/services/{service_id}/start,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/services/{service_id}/stop,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|PUT,/v1/settings,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/settings/effective,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/settings/reconcile,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/setup/migrate,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/setup/models/discover,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/setup/models/seed,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/stacks/validate-name,slice_b_stacks_provenance_security,true,true,implement,api-contract-team,week_1,runtime+openapi
GET,/v1/status,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/storage/kv-isolation/health,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/storage/kv-isolation/scan,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/storage/mode,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/storage/stats,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/storage/tenant-usage,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/activity/{workspace_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/adapters,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/stream/alerts,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
*,/v1/stream/anomalies,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/stream/boot-progress,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/client-errors,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/contacts,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/stream/dashboard,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
*,/v1/stream/dashboard/{dashboard_id},slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/stream/discovery,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/file-changes,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/messages/{workspace_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/metrics,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/notifications,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/reviews,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/stack-policies/{id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/telemetry,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/trace-receipts,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/training,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/stream/workers,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/streams/contacts,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
*,/v1/streams/discovery,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
*,/v1/streams/file-changes,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
*,/v1/streams/training,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/system/boot-attestation,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/integrity,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/memory,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/memory/gpu,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/overview,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/pilot-status,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/probe-health,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/resource-usage,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/state,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/system/status,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/system/verify-boot-attestation,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/telemetry/bundles,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/telemetry/bundles/purge,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/telemetry/bundles/{bundle_id}/export,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/telemetry/bundles/{bundle_id}/verify,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/telemetry/client-errors,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/telemetry/client-errors/anonymous,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/telemetry/client-errors/stats,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/telemetry/client-errors/{id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/telemetry/events/recent,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/telemetry/events/recent/stream,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/telemetry/routing,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/tenants,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
PUT,/v1/tenants/{tenant_id},slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tenants/{tenant_id}/adapters,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tenants/{tenant_id}/archive,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE|GET|PUT,/v1/tenants/{tenant_id}/default-stack,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/tenants/{tenant_id}/encryption/keys,slice_d_auth_tenant,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
*,/v1/tenants/{tenant_id}/encryption/keys/{key_id},slice_d_auth_tenant,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
*,/v1/tenants/{tenant_id}/encryption/status,slice_d_auth_tenant,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
POST,/v1/tenants/{tenant_id}/events,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/tenants/{tenant_id}/execution-policy,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/tenants/{tenant_id}/execution-policy/history,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE|PUT,/v1/tenants/{tenant_id}/execution-policy/{policy_id},slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/tenants/{tenant_id}/manifests/{manifest_hash},slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/tenants/{tenant_id}/metrics,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tenants/{tenant_id}/pause,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tenants/{tenant_id}/policies,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/tenants/{tenant_id}/policy-bindings,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tenants/{tenant_id}/policy-bindings/{policy_pack_id}/toggle,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tenants/{tenant_id}/revoke-all-tokens,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/tenants/{tenant_id}/router/config,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|PUT,/v1/tenants/{tenant_id}/router/weights,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tenants/{tenant_id}/router/weights/reset,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/tenants/{tenant_id}/settings,slice_d_auth_tenant,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/tenants/{tenant_id}/usage,slice_d_auth_tenant,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/tokenize,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/topology,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/traces/inference,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/traces/inference/{trace_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/traces/search,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/traces/{trace_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/backend-readiness,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/training/checkpoints/verify,slice_c_training_jobs_checkpoints,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/training/dataset_versions/{dataset_version_id}/manifest,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/dataset_versions/{dataset_version_id}/rows,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/training/datasets/from-upload,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/training/datasets/from-upload/async,slice_c_training_jobs_checkpoints,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
POST,/v1/training/datasets/generate,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/training/jobs,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/training/jobs/batch-status,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/jobs/{job_id},slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/training/jobs/{job_id}/cancel,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/jobs/{job_id}/chat_bootstrap,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/training/jobs/{job_id}/checkpoints/{epoch}/verify,slice_c_training_jobs_checkpoints,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
POST,/v1/training/jobs/{job_id}/export/coreml,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/jobs/{job_id}/metrics,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/training/jobs/{job_id}/priority,slice_c_training_jobs_checkpoints,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/training/jobs/{job_id}/progress,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/jobs/{job_id}/report,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/training/jobs/{job_id}/retry,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/preprocessed-cache,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/preprocessed-cache/count,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/training/preprocessed-cache/{dataset_id},slice_c_training_jobs_checkpoints,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
POST,/v1/training/preprocessing/status,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/queue,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/training/repos/{repo_id}/versions/{version_id}/promote,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/training/sessions,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/training/start,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/templates,slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/training/templates/{template_id},slice_c_training_jobs_checkpoints,true,true,implement,api-contract-team,week_2,runtime+openapi
PATCH,/v1/training/{job_id}/priority,slice_c_training_jobs_checkpoints,false,true,exclude,api-contract-team,week_2,docs/api/openapi_only_route_allowlist.csv:docs/api/openapi_only_route_allowlist.csv:4
GET,/v1/tutorials,slice_e_tutorials,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tutorials/{tutorial_id}/complete,slice_e_tutorials,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tutorials/{tutorial_id}/dismiss,slice_e_tutorials,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/tutorials/{tutorial_id}/incomplete,slice_e_tutorials,false,true,exclude,api-contract-team,week_2,docs/api/openapi_only_route_allowlist.csv:docs/api/openapi_only_route_allowlist.csv:5
POST,/v1/tutorials/{tutorial_id}/undismiss,slice_e_tutorials,false,true,exclude,api-contract-team,week_2,docs/api/openapi_only_route_allowlist.csv:docs/api/openapi_only_route_allowlist.csv:6
GET,/v1/ui/config,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/ui/traces/inference/{trace_id},slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET|POST,/v1/verdicts,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/verdicts/derive,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/verdicts/{inference_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
*,/v1/version,slice_e_residual,true,false,exclude,api-contract-team,week_2,docs/api/openapi_route_coverage_exclusions.txt
GET,/v1/workers,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/fatal,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workers/health/summary,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/heartbeat,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/register,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/spawn,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/status,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE,/v1/workers/{worker_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workers/{worker_id}/crashes,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/{worker_id}/debug,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workers/{worker_id}/detail,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/{worker_id}/drain,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workers/{worker_id}/history,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workers/{worker_id}/incidents,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workers/{worker_id}/logs,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/{worker_id}/restart,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/{worker_id}/stop,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
POST,/v1/workers/{worker_id}/troubleshoot,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/workspaces,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workspaces/me,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE|GET|PUT,/v1/workspaces/{workspace_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/workspaces/{workspace_id}/active,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/v1/workspaces/{workspace_id}/active-state,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/workspaces/{workspace_id}/members,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE|PUT,/v1/workspaces/{workspace_id}/members/{member_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET|POST,/v1/workspaces/{workspace_id}/resources,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
DELETE,/v1/workspaces/{workspace_id}/resources/{resource_id},slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
GET,/version,slice_e_residual,true,true,implement,api-contract-team,week_2,runtime+openapi
